gene	log2fc	pval
CCDC190	-0.249	0.8516087
HERC5	-0.103	0.8516214
SRP54	-0.115	0.8517687
GPR141	0.0987	0.8518594
FKBP2	0.0936	0.8519292
FAM193A	0.0919	0.8520467
NUDT1	-0.199	0.8520491
ANGPTL3	0.263	0.8521712
CHAMP1	0.0934	0.8522144
SLC25A14	0.141	0.8523167
ARL1	-0.113	0.8523542
LOC101927093	-0.13	0.8523639
SNORA68	-0.174	0.8523742
WHAMMP2	-0.141	0.8526349
LINC00847	0.104	0.8526521
LOC100288675	-0.124	0.8529393
RADIL	-0.247	0.8530533
LINC01494	0.253	0.8532454
PGLYRP4	-0.144	0.853394
GEMIN7	0.153	0.8536362
CTNNAL1	0.104	0.8537236
PDGFRL	-0.132	0.8537984
PGLYRP1	-0.141	0.8539729
SSMEM1	-0.338	0.8539803
LOC101928255	-0.26	0.8539851
DEXI	0.097	0.8540832
LOC101929761	0.134	0.8540984
TRY2P	-0.194	0.854226
GZMH	-0.113	0.8546407
DNM1P41	0.15	0.8547388
GALK1	0.353	0.8547726
PRRX1	-0.109	0.8549071
CBY3	-0.113	0.8549196
DSERG1	0.12	0.8549283
C1ORF226	-0.121	0.8550526
ADAMTS1	-0.14	0.855055
GALNTL6	0.0965	0.8550917
RPS6KB2	-0.124	0.8552523
BTNL8	-0.174	0.8553332
SCAP	-0.0932	0.8553464
GLA	-0.104	0.8554455
SDR16C5	-0.345	0.8555208
OR11A1	-0.15	0.8555467
CAMKV	0.0942	0.8555579
RAC3	0.322	0.8555707
ITPR1-AS1	-0.378	0.8555815
LOC101927972	0.153	0.8556359
THEM6	-0.189	0.8556377
NLRP4	0.244	0.8556784
PLP1	0.0962	0.8556841
RABAC1	-0.0906	0.8557179
PREB	0.124	0.8558224
VPS51	0.0955	0.8558296
TBX2-AS1	0.208	0.8560079
ATP6V1E1	0.0964	0.8561212
CEP126	0.148	0.8561631
CAV3	-0.138	0.8563032
ALOX5AP	-0.187	0.8563194
GPR78	0.116	0.8564772
SEPT12	-0.135	0.8564922
TRBV27	0.299	0.856549
UGT1A6	-0.171	0.8566053
ASIC2	0.232	0.8566393
RAD21	-0.0941	0.856673
POMP	-0.0884	0.8566928
MGC34796	-0.17	0.8567212
CEP72	-0.124	0.8567544
FAM150B	0.0931	0.8568292
BRAP	0.0956	0.8568762
CCDC167	0.0882	0.8569969
ZNF428	-0.332	0.8570243
PMM1	0.0905	0.85716
CROCCP3	0.207	0.8575541
SDCBP	0.0908	0.8576035
FAM214B	-0.123	0.8577639
MARCH4	-0.132	0.8578156
RPP25L	-0.106	0.8578898
TOR1B	-0.0876	0.8579897
LONRF3	0.112	0.8579962
IL4I1	-0.112	0.8580454
NOXRED1	0.109	0.8581557
FIGNL1	-0.0951	0.8581589
MFAP1	0.0893	0.8583462
C17ORF67	-0.229	0.8584018
MARC2	-0.101	0.8584921
CRKL	0.092	0.8586549
TTC13	0.0874	0.858662
ITPRIPL1	0.142	0.8590552
ARHGAP12	-0.0967	0.8592424
LOC283516	0.18	0.8593032
SMKR1	0.254	0.8593635
LRRC69	0.0897	0.8596456
FERD3L	0.112	0.8596904
CENPW	0.0908	0.8601385
GHRH	-0.134	0.8601838
TCF7L1	-0.0944	0.8602079
KLF1	0.124	0.8603605
NINL	0.111	0.8603666
ZNF702P	0.226	0.8604071
MORC4	0.113	0.860425
GIGYF2	0.105	0.8604373
TOMM40L	-0.0913	0.8605739
LINC00644	0.115	0.860582
KIAA1468	0.103	0.8606211
IKBKE	-0.109	0.8606263
ABCC10	0.109	0.8606851
SH3BGR	-0.128	0.8607102
RASGEF1C	0.103	0.8608867
TMEM30A	-0.0962	0.8608923
XRN1	-0.112	0.8609159
RBP5	0.128	0.8610812
DUSP22	-0.0874	0.8612278
NPY5R	-0.322	0.8612283
MRPL3	-0.0898	0.8612336
H1F0	-0.135	0.861352
SGTB	-0.267	0.8615008
AURKC	0.0893	0.8615148
ANP32A-IT1	0.0973	0.8616699
RPL24	-0.0851	0.861844
SYCE1L	0.154	0.8619231
C8ORF34-AS1	0.114	0.8620201
SIRPD	-0.098	0.862162
EBLN2	0.118	0.8621959
LOC102723831	0.0896	0.862205
AIFM1	0.116	0.8623967
LOC101929284	0.0846	0.8624569
CCNA1	0.15	0.8625612
RPL19	-0.087	0.862589
ATIC	0.104	0.8627037
COPG2IT1	-0.115	0.8628111
TRIML1	-0.106	0.8630376
LOC340074	0.231	0.8630872
LOC101928877	0.198	0.8631282
STARD3	-0.0853	0.8632049
LOC105373460	0.384	0.8632528
HCG26	-0.24	0.8632681
IDE	-0.0909	0.86334
COPS5	0.0874	0.8633494
LOC101928718	0.276	0.8634635
FLJ31104	0.109	0.8635872
WDYHV1	0.113	0.8637621
MROH6	-0.0862	0.8637763
ZNF408	0.0857	0.8638675
ANXA2P1	-0.199	0.8640278
GNPAT	0.0872	0.8640503
ARMCX6	-0.103	0.8640826
LOC439938	0.162	0.8641331
B4GALT2	-0.0862	0.8642639
RBX1	-0.0834	0.8643104
EXOC3-AS1	-0.0855	0.8644097
TERB2	0.443	0.8645558
LINC00595	0.09	0.8647056
EGR2	-0.121	0.8647161
LOC101929288	0.11	0.8648019
RPL7AP10	0.185	0.8649563
NAV2-IT1	-0.111	0.8651649
SENP1	0.205	0.8651744
PACSIN3	-0.12	0.8651961
RSPO3	0.366	0.8654095
POT1	-0.0873	0.8655482
NKAP	-0.0859	0.8656505
SLC5A9	0.303	0.8656598
CHRNB2	-0.205	0.8657559
NINJ1	0.095	0.8657915
PTGER4P2-CDK2AP2P2	0.216	0.8658099
ZNF532	-0.0918	0.8658451
LOC101927095	0.124	0.866019
PDZK1	0.259	0.8660751
TYK2	-0.0892	0.8660995
RILP	-0.18	0.8663384
ARCN1	-0.0853	0.8663702
NAA60	0.082	0.8665851
LHPP	-0.166	0.8667823
TRAF6	-0.0894	0.8668266
PCDHGA8	0.0841	0.8669034
ITGB7	0.0989	0.8669584
LRRC37B	-0.108	0.8670653
GPATCH1	-0.0845	0.8671626
VAMP8	0.125	0.86718
CCDC107	0.102	0.8673132
UBXN8	-0.0821	0.8674979
HAX1	-0.0846	0.8676323
ZNF436-AS1	0.107	0.8677169
GABARAPL2	0.0934	0.8677338
SH2B1	-0.105	0.8678078
ZFAND2B	0.0983	0.8678444
LOC100287210	0.171	0.8679332
ARMC12	0.0857	0.8680865
KRTAP4-5	-0.188	0.8682399
DHX16	-0.0893	0.8683317
P2RX5	0.106	0.8684264
PLEKHO1	0.149	0.8684881
CPSF3	-0.0805	0.8685234
CLK1	-0.0875	0.8685813
TSR2	0.0814	0.8687683
DUSP26	-0.112	0.868823
ZNF485	0.148	0.8688372
UCN2	0.134	0.8688895
LOC284395	0.102	0.868901
LINC00710	0.363	0.8689751
SNRNP35	0.0863	0.8690585
LOC101928207	-0.112	0.8690821
RAB2B	0.082	0.8691087
VPS37D	0.185	0.8691853
ZNF28	0.162	0.8692127
CTPS2	0.132	0.8692947
PRINS	0.081	0.869329
THYN1	-0.08	0.869506
PRAMEF10	0.214	0.8695849
OPRPN	0.123	0.8697362
RBPMS-AS1	0.118	0.8698414
GCSAML	0.0993	0.8698731
FXYD4	-0.0813	0.8698928
UBL4A	0.0869	0.869969
NDUFA5	0.0985	0.8700157
INSM2	0.11	0.8700246
MCRIP1	-0.136	0.8702995
SLC25A5-AS1	-0.124	0.8703482
ZNF713	0.0931	0.870366
PTPRZ1	-0.0896	0.8704721
PARP1	0.095	0.8705149
DUSP11	-0.0799	0.8707113
NCSTN	-0.101	0.8708435
HMMR-AS1	0.249	0.8711489
GRB7	-0.093	0.8712378
ALPP	0.0824	0.8713273
IGLL1	-0.192	0.8714439
C1ORF204	-0.0862	0.8715267
LOC105370580	-0.159	0.8716716
MRPS11	-0.086	0.871716
LOC101927702	0.221	0.871817
SKA3	-0.138	0.8720223
DPY19L3	0.121	0.8721479
TAF3	0.0933	0.8722566
PRELID3A	-0.149	0.8723251
FER1L5	-0.141	0.8723484
NAPG	0.0833	0.8724015
FLJ33360	0.0839	0.8725083
KIR2DL2	-0.106	0.8725583
EXOSC8	-0.0806	0.8726614
BCDIN3D	0.115	0.8728079
CTNNBL1	0.0801	0.8728731
LINC00328	0.172	0.8729237
DNAJB2	-0.115	0.8731627
PKI55	-0.182	0.8731719
NR3C2	0.0882	0.8732117
HLA-DPA2	0.245	0.8736632
PNLDC1	-0.103	0.8736998
LZTR1	-0.0777	0.8737997
GUSBP2	0.109	0.8738018
DDX59	-0.085	0.8738168
LOC101928047	-0.19	0.8739225
SPINT2	0.103	0.8739659
MYCNUT	0.118	0.8739908
TAC3	-0.0891	0.8741928
LOC105373150	-0.265	0.8742725
LOC101927330	-0.157	0.8743787
RBBP5	0.0915	0.8744428
TOMM34	-0.0973	0.8744984
ABCD2	-0.333	0.8746671
SLC22A15	-0.0847	0.8747185
ZNF436	-0.0998	0.8748847
ANKRD30BP2	0.14	0.8749593
FBXL2	0.084	0.8752088
LOC100130778	-0.291	0.8754415
LINC00654	0.0881	0.8755035
OPHN1	-0.0946	0.8758387
CYFIP1	-0.0997	0.876017
LOC286382	0.125	0.8760979
LOC339298	0.226	0.8761574
C3ORF14	-0.126	0.8761694
TTC7B	0.117	0.8762696
GDPGP1	0.121	0.8762936
TFF3	-0.0795	0.8765269
NMUR1	0.122	0.8765322
A4GNT	-0.0869	0.8765502
PAEP	-0.23	0.876555
ZNF645	-0.1	0.8765919
RHCG	-0.162	0.876711
ZNF669	-0.0767	0.876792
FOXB1	-0.178	0.8770367
ZGLP1	-0.217	0.8770794
LINC00685	0.0783	0.8772239
NAA38	-0.0783	0.8773285
TMEM159	0.0938	0.8775248
C5ORF45	-0.105	0.8775851
CLC	-0.107	0.8775971
EIF3J-AS1	-0.101	0.8776583
NDUFB10	0.0916	0.8778091
SCAMPER	0.213	0.8778343
LOC439911	0.0798	0.8778639
LOC285178	0.163	0.8778962
TPST2	0.0774	0.8779988
LINC01300	-0.352	0.8782162
LOC100130992	0.0774	0.8782446
LOC101929473	0.153	0.8785913
LOC105371703	-0.115	0.8787329
LOC100996263	-0.0866	0.8791
GUCA2B	-0.191	0.8792716
SNF8	0.0775	0.8792865
LOC105373383	-0.122	0.8793197
VEZF1	0.0852	0.8796178
ZFP36	0.142	0.8796331
PLPPR3	-0.127	0.8796594
MAL2	0.452	0.8798407
AHSP	0.19	0.879902
C11ORF42	-0.0931	0.8800988
SAPCD2	-0.0743	0.8801943
DNAJC27-AS1	0.249	0.8802787
MRPL15	-0.08	0.8803036
TAAR1	-0.115	0.8804514
ATG4A	0.0734	0.8804712
LOC497256	-0.201	0.8805347
LOC255654	0.086	0.880768
FGF10-AS1	-0.159	0.8808211
LOC646482	0.296	0.8809053
NRM	0.0736	0.8809909
RRP1B	0.0778	0.8810038
SHC2	0.086	0.8811984
LOC375196	-0.2	0.881246
IFRD2	-0.12	0.8814382
FAM13B	-0.114	0.8815853
CYP1B1-AS1	0.134	0.8815905
CHSY1	0.0812	0.8817352
MIR181A2HG	-0.286	0.8817464
TEX30	0.0923	0.881801
ALKBH2	0.0868	0.8818361
RGAG4	0.11	0.8818678
NPIPA1	0.111	0.8819906
GSTP1	0.0779	0.8820134
HSD17B3	-0.0769	0.8820979
SUGCT	-0.105	0.8826301
CHST8	-0.19	0.8826429
TMEM205	0.0727	0.8827937
FBXL7	0.0945	0.8828208
GMNC	-0.271	0.8831626
LINC00886	0.167	0.8834025
RSPH1	0.0733	0.8835125
WFDC8	0.124	0.8836427
PRAP1	0.137	0.8837379
CD177	-0.147	0.8837865
ZNF415	0.0967	0.8838489
MAMDC4	0.196	0.8838901
LOC284263	-0.239	0.8840972
WBSCR28	-0.156	0.8841048
C11ORF16	-0.104	0.8842182
TNFAIP8L1	-0.101	0.8842889
CPE	0.136	0.8843711
ARL2	0.0823	0.8843891
LINC00870	-0.0884	0.8845215
FOS	-0.222	0.8845621
ONECUT1	0.115	0.8851189
ZNF337	-0.0744	0.8851226
TAF2	0.0805	0.8852416
FKBPL	-0.0975	0.8854023
LOC284950	0.24	0.8854057
GJB6	-0.259	0.8856047
LOC105377925	0.431	0.8856367
BATF2	0.13	0.8858165
GLT1D1	0.132	0.8859927
EIF2D	-0.076	0.8862217
GNPNAT1	0.0775	0.8863904
GNB1L	0.192	0.886661
ZNF23	-0.074	0.8866806
PCF11	-0.0731	0.886692
CPEB1-AS1	0.134	0.8868965
ADCY3	0.089	0.886898
AKR1B1	-0.0719	0.8870002
SLC25A22	0.0895	0.8870142
ST3GAL5	-0.0728	0.8872587
LOC100505658	0.0915	0.8872885
CCL11	0.138	0.8873945
LOC101927841	0.214	0.887459
WASF1	-0.0829	0.8874772
SMARCD1	-0.0868	0.8874958
CDIPT-AS1	0.188	0.8876794
LINC00879	-0.131	0.8878371
SNORD89	0.0787	0.8878596
LOC105373876	-0.238	0.8879153
PCGF6	0.0727	0.8881517
CLMP	0.265	0.8881702
CRNN	-0.105	0.8882246
SHOC2	-0.069	0.8883057
UBP1	0.117	0.8883078
RP9	0.0811	0.8883965
LOC553103	0.152	0.8884341
DISP1	0.0748	0.8884439
HAVCR1	0.227	0.8886459
LOC100507156	-0.127	0.8886873
C10ORF91	-0.0934	0.8888359
DPP9	0.09	0.8889008
CSN1S1	-0.187	0.8889745
UBE2E3	-0.0687	0.8889991
ARHGEF9	-0.074	0.8891908
FCER1G	-0.147	0.8892219
TRAF3IP2	-0.084	0.8892344
LOC101928031	0.294	0.8892624
LOC100130987	0.125	0.8894526
LONP1	0.0788	0.8895757
TAF1	-0.0684	0.8898332
IL19	0.162	0.889851
MIR2052HG	-0.135	0.8899598
PABPN1	0.0724	0.8901072
TSSK1B	-0.0776	0.8902054
DSG1	0.155	0.8902908
RALY	-0.0806	0.8904226
RPL41	0.0675	0.8904881
LBH	-0.0691	0.8907622
RASA1	-0.0744	0.8907888
C2ORF47	0.0677	0.890839
NUP210L	-0.227	0.8909979
LINC00607	-0.162	0.8910048
RPL26L1	0.0791	0.8910543
ZNF419	-0.0726	0.8911758
PTX3	0.165	0.8911918
GAST	0.173	0.8912861
EP300	-0.0702	0.891345
LOC541472	0.0816	0.8913936
ORC6	-0.0832	0.8914173
C1ORF127	0.189	0.8916203
NAXD	0.0683	0.8917864
LOC101928419	0.187	0.8917898
PRORY	-0.0694	0.8918005
ACTL9	0.108	0.8921447
LOC101926967	0.0866	0.8921477
LOC101928020	0.147	0.892257
LOC646588	0.0741	0.8923549
C9ORF69	0.096	0.8924013
LOC101926944	-0.348	0.8924695
C9ORF62	-0.248	0.8925671
AMHR2	0.0905	0.8926116
THEMIS2	0.133	0.8926292
MYL6B	0.0749	0.8926695
GPR25	0.09	0.8926846
ZC2HC1A	0.0878	0.8928438
LOC101928418	-0.0834	0.8929157
FLJ13224	-0.0778	0.8929374
KRT85	0.0869	0.8930445
CLIP2	0.0781	0.8930914
MRGPRG-AS1	-0.133	0.8931672
HAO2	-0.201	0.8933836
LTF	0.344	0.8934286
LOC100506100	-0.224	0.8934336
C1ORF100	0.206	0.8934459
ZNF891	0.112	0.893504
LOC100505635	0.0944	0.8935155
RALGDS	0.0789	0.8935335
MRPL45P2	-0.267	0.8936079
PODNL1	0.0764	0.8936804
MEPCE	-0.0755	0.8939348
LOC101929538	0.146	0.8942673
ERICH4	-0.217	0.8943723
RHBDD2	0.0714	0.8944852
ELP3	0.0677	0.8944991
APOO	0.0865	0.8945265
LOC101927363	0.159	0.8949323
LOC654780	0.0674	0.894993
C14ORF28	-0.0934	0.895058
OXLD1	-0.0673	0.8950591
UVRAG	0.0813	0.8952111
EP300-AS1	-0.104	0.8956445
DPM1	-0.0665	0.8956546
FAU	-0.0657	0.8957347
LOC101929529	0.142	0.8957386
SEMA4G	-0.0728	0.8960996
GRIN2D	-0.0688	0.8961179
ALKBH4	0.0658	0.8963614
ZCCHC9	-0.0775	0.8963721
TPK1	0.0691	0.8964441
LOC102724017	0.0693	0.8964909
NECAB3	-0.0708	0.8967016
STX1A	0.224	0.8967142
C8B	-0.105	0.8970644
MC1R	0.0686	0.8972592
LOC101929609	-0.0776	0.8972872
ACSM1	-0.184	0.8973542
GTF2IP12	-0.112	0.8973545
PLGLB2	0.115	0.8974136
NXNL2	0.0706	0.8975126
CES1P1	0.0815	0.8975536
EMILIN1	-0.203	0.8975757
LOC102723845	0.0667	0.8976009
ZNF280A	-0.214	0.8976162
COX6B1	-0.0632	0.8977063
SLC2A2	0.109	0.8977889
UBAC2	-0.0818	0.8978167
XK	0.131	0.8978263
LHX8	-0.327	0.8978788
ZNF417	-0.251	0.8979207
TRIM54	0.0883	0.8979643
SLN	0.158	0.898019
DARS2	-0.0678	0.8980775
LOC101928820	-0.158	0.8981949
TCFL5	-0.0715	0.8982539
C2CD5	0.0916	0.8983807
FCHO1	0.0706	0.8983902
MAP1S	0.0686	0.8984541
PILRA	0.0957	0.8986302
NDUFB7	-0.0812	0.8989931
LRBA	-0.0647	0.8991423
PMF1	-0.0661	0.8991675
LOC101927735	0.137	0.899559
SLC25A39	-0.062	0.8996701
ABHD17C	0.0673	0.8996768
HTRA1	0.0845	0.8998516
C4ORF36	0.162	0.8999281
ZNF593	-0.0738	0.899941
C10ORF35	0.102	0.8999418
HPCA	0.0744	0.8999667
KCNMB3	-0.138	0.9000844
PLEK2	0.0795	0.9000909
TULP1	-0.0735	0.9002118
LOC100996455	0.226	0.900531
USP29	0.169	0.9006227
MATR3	-0.106	0.9006978
GDF9	-0.111	0.9009595
DZIP1L	0.0832	0.9010598
BPIFB2	-0.257	0.9011401
SIRT3	-0.0622	0.9011627
LINC00608	-0.114	0.9012657
CDC40	0.0668	0.9014262
ATP5G1	0.0634	0.9014706
HLA-DRB6	0.209	0.9015237
NXPH4	-0.0844	0.9017001
NAALADL1	0.0782	0.9020639
LINC00112	-0.093	0.9021778
ARL14	-0.102	0.9022193
ZNF35	0.0719	0.9022792
FAM69C	-0.1	0.9023794
LOC102723701	-0.118	0.9024538
CALR3	-0.254	0.9027989
TYRP1	-0.0829	0.9030965
TMC4	-0.137	0.9035051
CEP135	0.0891	0.9036742
LY96	0.137	0.9037525
ATG2A	-0.0754	0.9038181
FNDC9	0.121	0.9040006
FAM64A	0.199	0.904134
F2	-0.065	0.9047479
SNTA1	0.0677	0.9047538
LOC101928134	-0.107	0.9047887
LOC339260	0.155	0.9048682
TMEM151A	-0.095	0.904925
NFE4	0.179	0.9049533
MLST8	-0.0581	0.9049946
ITGB3BP	0.0779	0.9049969
ZG16B	-0.117	0.9050499
GPS2	-0.0579	0.9052618
HRC	0.0936	0.9054615
LBR	-0.113	0.9054718
NKG7	0.0784	0.9054984
MUM1L1	0.0586	0.9056901
ADGRF2	-0.234	0.9060177
LAMTOR2	-0.0625	0.9061133
LOC100507311	0.0663	0.9061157
CCDC28B	-0.0905	0.9061318
LINC01149	-0.136	0.9063493
CD2	0.0692	0.9065549
ACP6	-0.0685	0.9066338
KRT37	-0.174	0.9068104
KRTAP5-9	-0.0652	0.9071501
CMC2	-0.0613	0.907229
NNT-AS1	0.0723	0.9072764
SPATC1	0.0898	0.9073977
ST5	0.1	0.9074153
DEFA6	0.129	0.9074472
CDK5	-0.104	0.9074833
TMEM178A	-0.165	0.9076164
ZNF582-AS1	0.0751	0.9076726
IMP3	0.0727	0.9078177
NXNL1	0.107	0.9080672
UBE4A	-0.0588	0.9081004
LOC284014	0.0565	0.9083665
C19ORF54	-0.0854	0.9086108
S100PBP	0.0562	0.9086277
CSNK1G2-AS1	0.105	0.9087671
PRPF8	0.0599	0.90891
PTH2	0.0798	0.9091123
GPR15	-0.117	0.9091999
LINC01555	0.11	0.9092435
PGM5P2	0.0659	0.9094119
LOC101928211	-0.0738	0.9095362
FAAH	0.0847	0.9096818
LOC101928449	0.0874	0.9098308
KAT7	0.0559	0.9098575
R3HDML	0.0913	0.9100442
ISCA2	-0.0595	0.9100826
PCDHB2	-0.0776	0.9100994
ZDHHC16	-0.0553	0.9103224
LOC102723648	-0.245	0.9104272
LOC145678	-0.163	0.9105353
LOC101929027	0.166	0.9106214
DPY30	-0.061	0.9106883
FNDC3B	0.0633	0.9108018
LOC101929759	-0.09	0.9109262
CCDC146	-0.0683	0.9109528
SPATA42	-0.21	0.9109956
PDCD11	-0.0698	0.911077
PTS	0.0558	0.9111311
LINC00526	-0.056	0.9112666
MLNR	-0.12	0.9113763
GOLGA6A	-0.125	0.9114216
JOSD1	0.0586	0.9114259
SLC22A14	0.0827	0.9115785
CD3E	-0.239	0.9116193
PIM2	0.0767	0.9116445
OR10H1	-0.104	0.9117573
LRRC6	-0.0762	0.9118411
SSNA1	0.0547	0.9118751
TAF6	-0.0562	0.9120264
FLNC	0.133	0.9121233
LOC100505664	-0.0547	0.9121754
FHL3	0.151	0.9122024
ITIH6	-0.137	0.9122643
NKIRAS1	0.063	0.9123644
LOC100506473	0.0717	0.9123709
GRIPAP1	-0.125	0.9125218
CCK	-0.174	0.9125958
HYKK	0.115	0.9126326
NMBR	-0.191	0.9126471
IFI27L2	-0.0569	0.9126764
MS4A6E	-0.0971	0.9126845
CILP	-0.0566	0.9126947
LOC101927451	-0.0578	0.9127144
NCAPD3	0.0705	0.9128562
OLA1	-0.0562	0.91286
LOC100507377	0.0539	0.9129131
EDAR	-0.0617	0.912918
CYTIP	-0.0815	0.9129288
CYB5R2	0.0646	0.9129602
GPR84	-0.226	0.9129867
GCM2	-0.158	0.9131602
LOC100287808	-0.078	0.9131661
GSG2	0.0912	0.9131875
ZNF211	-0.0678	0.9134241
SLC46A3	-0.0545	0.9135118
C9ORF43	0.0559	0.9135918
OLFM3	-0.12	0.9136118
CHMP7	-0.0547	0.9138179
PDZK1IP1	0.23	0.9139244
C1ORF87	-0.0772	0.9139254
CLIC2	-0.0833	0.9141858
LOC148709	0.234	0.9143458
RBM24	0.0568	0.9144503
ST13	0.0591	0.9144807
ERI3	-0.0536	0.9146664
EAF1	0.0544	0.9147532
FGFBP1	-0.135	0.9148551
LOC100130078	-0.15	0.9149258
EPDR1	0.101	0.914952
ARHGEF18	0.056	0.9155411
LOC642426	-0.378	0.9156689
BMP3	-0.127	0.9156788
CTSLP8	0.0697	0.9156789
SPATA45	-0.227	0.9157307
NAA50	0.052	0.9159211
PNMA6A	-0.069	0.9159378
HIST1H3G	0.095	0.9159858
EN2	0.322	0.9160233
CDIPT	-0.0537	0.9160685
ZNF513	0.0543	0.9160966
PHACTR3	0.0629	0.9163014
CRLF1	-0.12	0.916323
GBAS	0.063	0.916359
LOC440149	0.0885	0.916506
SPRTN	0.0812	0.9165139
FMO1	-0.145	0.916544
OXSM	0.0563	0.9165947
B3GNT4	0.0727	0.9166199
OR6W1P	-0.0548	0.9168778
GALNT11	0.0676	0.9169622
PPT1	-0.0524	0.9171547
LINC01289	0.134	0.9174799
NARS	0.0504	0.9175733
ZNF283	0.092	0.9177052
RNASEH1-AS1	-0.0697	0.9178558
LOC100310756	-0.0816	0.9181699
PRPF3	0.0725	0.9182938
SMAD5-AS1	-0.177	0.9183745
EDC4	-0.0621	0.9186002
PSMC5	-0.0512	0.918625
CCDC189	-0.0584	0.9187505
C6ORF48	-0.0512	0.9187513
UAP1L1	-0.0707	0.9187593
PPARG	0.182	0.9189232
PSMB10	-0.0541	0.9189761
CTSK	-0.0514	0.9190461
PCDHGA4	-0.0622	0.9190776
ATP5E	0.0494	0.9191119
SKAP1	-0.062	0.9193886
RRP9	-0.123	0.9194398
FAM117A	0.081	0.9195312
TRPT1	-0.059	0.9195696
THAP8	-0.0567	0.9196059
CDH10	0.0883	0.9196225
FTSJ3	0.0654	0.9197403
TXNDC11	0.0557	0.9200346
ZNF524	-0.0811	0.9201108
CLDN10	0.0543	0.9202613
DCLRE1A	0.0579	0.9203333
KIAA1958	0.0662	0.920543
EID2	0.0534	0.9205686
LOC102724487	0.142	0.9206249
CDK7	0.0489	0.9207113
TMEM141	-0.0609	0.9208596
LINC00844	-0.0712	0.9208747
ZBTB5	0.0524	0.9208998
COMMD3	0.05	0.9209102
FTHL17	-0.197	0.9209264
CYP46A1	0.0536	0.9209683
PWAR5	-0.0763	0.9211768
SCUBE2	-0.0583	0.9214447
TLR9	-0.0562	0.9215604
LOC100129198	-0.153	0.9216189
KRTAP10-11	-0.0732	0.921698
ACADM	-0.0492	0.9217541
LOC100505515	0.102	0.9217575
CD163L1	0.0567	0.9221676
TBCA	0.0492	0.9221692
MTERF3	0.0493	0.9222545
RPL9	0.0487	0.9224829
LOC100131043	0.0472	0.922606
PRB4	-0.0773	0.9226723
TCEAL7	-0.0611	0.9227667
LOC286083	0.058	0.9228198
PTTG3P	0.0531	0.9229958
C22ORF31	0.0657	0.9232408
STGC3	-0.121	0.9234797
CNN2	0.0487	0.9235539
SLC16A12-AS1	0.1	0.923847
C5AR1	0.106	0.9241573
LOC101929132	-0.154	0.9244896
PPP5D1	-0.145	0.9246096
USHBP1	0.072	0.924653
POLR3GL	-0.0499	0.9246624
HDGFRP2	-0.048	0.9246639
LINC01209	0.1	0.9248423
PLPP6	-0.0612	0.9249344
MARK4	0.0474	0.9250908
CETN3	-0.0669	0.9252966
LOC100131541	0.0609	0.9253497
LOC153577	0.0956	0.9256492
HIST1H2BK	0.0619	0.9256834
LOC105373942	0.0712	0.9257044
KCCAT333	0.142	0.925734
TRIP4	-0.0463	0.9261058
NRGN	-0.0634	0.9261685
CCDC88B	-0.146	0.9263178
CNEP1R1	0.0455	0.9264104
TUT1	-0.0849	0.9264451
C19ORF53	0.0514	0.926484
WDR43	0.0506	0.9266067
SLC25A38	0.0458	0.926751
HES4	0.0757	0.9267631
HSPB1	-0.104	0.9268348
ZNF560	-0.0511	0.9268844
LOC284600	0.055	0.9269516
CPSF1	-0.127	0.9269699
MLKL	0.0497	0.9269857
C1QB	-0.103	0.927261
LOC105378311	-0.112	0.9273141
MIR205HG	-0.0943	0.927496
WFIKKN2	0.062	0.9276291
SLC17A2	0.145	0.9277647
FAM209B	0.124	0.9277817
NOL8	-0.0456	0.927789
RAD51C	0.0556	0.9277955
FRMD6-AS1	-0.0676	0.9279237
ARHGEF25	-0.0669	0.9279996
EIF6	-0.0448	0.9281002
FAM184B	0.0972	0.9282348
PSENEN	-0.0484	0.9283043
PVRIG	0.0669	0.928341
AATBC	-0.141	0.9284523
CAPN12	-0.0591	0.9285042
MIR548XHG	0.11	0.9285826
TRAIP	0.137	0.9286093
SUN2	0.0466	0.9286434
LOC100506679	-0.122	0.928772
AMMECR1L	0.0469	0.928833
VSIG10	-0.0836	0.9288559
TMEM63C	-0.0654	0.9290341
CEND1	-0.0673	0.9291112
LCN1	-0.0543	0.9291252
PCDHB5	-0.0543	0.9291483
KCNE1	-0.076	0.9292185
TUBA3FP	0.0643	0.929318
ZNF526	-0.0573	0.9293182
UNC50	0.0497	0.9293568
LOC340581	-0.111	0.9294066
SH3BGRL2	0.0454	0.9294252
LINC00298	0.134	0.9294503
KCNQ1-AS1	0.105	0.9297254
JAGN1	-0.0432	0.9298799
LINC00310	0.116	0.9301963
BPGM	0.0432	0.9302699
CYP4X1	0.0941	0.9305327
MYPOP	-0.0593	0.9307448
ZDHHC12	0.0669	0.9307699
C11ORF84	0.0908	0.930826
NKAPP1	0.0516	0.9310045
LOC285423	0.156	0.9311008
LGR6	-0.0717	0.9311512
E4F1	0.054	0.9312888
CKAP5	-0.0433	0.9313598
BTBD6	-0.0566	0.9314314
PLOD1	-0.0635	0.9315948
LOC283335	0.0728	0.931609
ZNF823	-0.0558	0.9317093
WDR75	0.0487	0.9317909
KCNK16	0.087	0.931823
C2ORF57	0.0712	0.9323602
NALCN-AS1	-0.127	0.9323989
PPP1R18	-0.0605	0.9324785
PHF2P1	0.134	0.9325242
C15ORF56	-0.0712	0.9326008
